time_hr,usable_total,label_0_count,label_1_count,label_0_frac,label_1_frac
12.0,16,12,4,0.75,0.25
13.0,17,13,4,0.7647058823529411,0.23529411764705882
14.0,21,16,5,0.7619047619047619,0.23809523809523808
15.0,25,18,7,0.72,0.28
16.0,28,21,7,0.75,0.25
17.0,29,22,7,0.7586206896551724,0.2413793103448276
18.0,32,24,8,0.75,0.25
19.0,34,26,8,0.7647058823529411,0.23529411764705882
20.0,38,30,8,0.7894736842105263,0.21052631578947367
21.0,40,32,8,0.8,0.2
22.0,45,36,9,0.8,0.2
23.0,46,36,10,0.782608695652174,0.21739130434782608
24.0,46,36,10,0.782608695652174,0.21739130434782608
25.0,48,37,11,0.7708333333333334,0.22916666666666666
26.0,50,39,11,0.78,0.22
27.0,52,40,12,0.7692307692307693,0.23076923076923078
28.0,53,41,12,0.7735849056603774,0.22641509433962265
29.0,54,42,12,0.7777777777777778,0.2222222222222222
30.0,54,42,12,0.7777777777777778,0.2222222222222222
31.0,54,42,12,0.7777777777777778,0.2222222222222222
32.0,54,42,12,0.7777777777777778,0.2222222222222222
33.0,54,42,12,0.7777777777777778,0.2222222222222222
34.0,54,42,12,0.7777777777777778,0.2222222222222222
35.0,54,42,12,0.7777777777777778,0.2222222222222222
36.0,54,42,12,0.7777777777777778,0.2222222222222222
37.0,54,42,12,0.7777777777777778,0.2222222222222222
38.0,55,43,12,0.7818181818181819,0.21818181818181817
39.0,55,43,12,0.7818181818181819,0.21818181818181817
40.0,55,43,12,0.7818181818181819,0.21818181818181817
41.0,55,43,12,0.7818181818181819,0.21818181818181817
42.0,55,43,12,0.7818181818181819,0.21818181818181817
43.0,57,43,14,0.7543859649122807,0.24561403508771928
44.0,57,43,14,0.7543859649122807,0.24561403508771928
45.0,57,43,14,0.7543859649122807,0.24561403508771928
46.0,57,43,14,0.7543859649122807,0.24561403508771928
47.0,57,43,14,0.7543859649122807,0.24561403508771928
48.0,57,43,14,0.7543859649122807,0.24561403508771928
49.0,58,44,14,0.7586206896551724,0.2413793103448276
50.0,58,44,14,0.7586206896551724,0.2413793103448276
51.0,58,44,14,0.7586206896551724,0.2413793103448276
52.0,58,44,14,0.7586206896551724,0.2413793103448276
53.0,58,44,14,0.7586206896551724,0.2413793103448276
54.0,60,46,14,0.7666666666666667,0.23333333333333334
55.0,60,46,14,0.7666666666666667,0.23333333333333334
56.0,60,46,14,0.7666666666666667,0.23333333333333334
57.0,60,46,14,0.7666666666666667,0.23333333333333334
58.0,60,46,14,0.7666666666666667,0.23333333333333334
59.0,60,46,14,0.7666666666666667,0.23333333333333334
60.0,61,46,15,0.7540983606557377,0.2459016393442623
61.0,61,46,15,0.7540983606557377,0.2459016393442623
62.0,61,46,15,0.7540983606557377,0.2459016393442623
63.0,61,46,15,0.7540983606557377,0.2459016393442623
64.0,61,46,15,0.7540983606557377,0.2459016393442623
65.0,62,47,15,0.7580645161290323,0.24193548387096775
66.0,62,47,15,0.7580645161290323,0.24193548387096775
67.0,62,47,15,0.7580645161290323,0.24193548387096775
68.0,62,47,15,0.7580645161290323,0.24193548387096775
69.0,63,47,16,0.746031746031746,0.25396825396825395
70.0,63,47,16,0.746031746031746,0.25396825396825395
71.0,63,47,16,0.746031746031746,0.25396825396825395
72.0,63,47,16,0.746031746031746,0.25396825396825395
73.0,63,47,16,0.746031746031746,0.25396825396825395
74.0,64,48,16,0.75,0.25
75.0,64,48,16,0.75,0.25
76.0,64,48,16,0.75,0.25
77.0,64,48,16,0.75,0.25
78.0,64,48,16,0.75,0.25
79.0,64,48,16,0.75,0.25
80.0,64,48,16,0.75,0.25
81.0,63,47,16,0.746031746031746,0.25396825396825395
82.0,63,47,16,0.746031746031746,0.25396825396825395
83.0,63,47,16,0.746031746031746,0.25396825396825395
84.0,63,47,16,0.746031746031746,0.25396825396825395
85.0,63,47,16,0.746031746031746,0.25396825396825395
86.0,63,47,16,0.746031746031746,0.25396825396825395
87.0,63,47,16,0.746031746031746,0.25396825396825395
88.0,63,47,16,0.746031746031746,0.25396825396825395
89.0,63,47,16,0.746031746031746,0.25396825396825395
90.0,64,47,17,0.734375,0.265625
91.0,64,47,17,0.734375,0.265625
92.0,64,47,17,0.734375,0.265625
93.0,64,47,17,0.734375,0.265625
94.0,64,47,17,0.734375,0.265625
95.0,64,47,17,0.734375,0.265625
96.0,64,47,17,0.734375,0.265625
97.0,64,47,17,0.734375,0.265625
98.0,64,47,17,0.734375,0.265625
99.0,64,47,17,0.734375,0.265625
100.0,65,48,17,0.7384615384615385,0.26153846153846155
101.0,65,48,17,0.7384615384615385,0.26153846153846155
102.0,65,48,17,0.7384615384615385,0.26153846153846155
103.0,65,48,17,0.7384615384615385,0.26153846153846155
104.0,65,48,17,0.7384615384615385,0.26153846153846155
105.0,65,48,17,0.7384615384615385,0.26153846153846155
106.0,65,48,17,0.7384615384615385,0.26153846153846155
107.0,65,48,17,0.7384615384615385,0.26153846153846155
108.0,65,48,17,0.7384615384615385,0.26153846153846155
109.0,65,48,17,0.7384615384615385,0.26153846153846155
110.0,65,48,17,0.7384615384615385,0.26153846153846155
111.0,65,48,17,0.7384615384615385,0.26153846153846155
112.0,66,49,17,0.7424242424242424,0.25757575757575757
113.0,66,49,17,0.7424242424242424,0.25757575757575757
114.0,66,49,17,0.7424242424242424,0.25757575757575757
115.0,66,49,17,0.7424242424242424,0.25757575757575757
116.0,66,49,17,0.7424242424242424,0.25757575757575757
117.0,66,49,17,0.7424242424242424,0.25757575757575757
118.0,66,49,17,0.7424242424242424,0.25757575757575757
119.0,66,49,17,0.7424242424242424,0.25757575757575757
120.0,67,50,17,0.746268656716418,0.2537313432835821
